4295202443 434 3 0
4295202456 9285 0 38
4295202469 0 0 0
4295202482 0 0 0
4295202495 0 0 0
4295202508 0 0 0
4295202521 0 0 0
4295202534 0 0 0
4295202547 0 0 0
4295202560 0 0 0
4295202573 0 0 0
4295202586 0 0 0
4295202599 0 0 0
4295202612 0 0 0
4295202625 0 0 0
4295202638 0 0 0
4295202651 0 0 0
4295202664 0 0 0
4295202677 0 0 0
4295202690 0 0 0
4295202703 7424 0 30
4295202716 0 0 0
4295202729 0 0 0
4295202742 0 0 0
4295202755 0 0 0
4295202768 0 0 0
4295202781 0 0 0
4295202794 0 0 0
4295202807 0 0 0
4295202820 0 0 0
4295202833 0 0 0
4295202846 0 0 0
4295202859 0 0 0
4295202872 0 0 0
4295202885 0 0 0
4295202898 0 0 0
4295202911 0 0 0
4295202924 0 0 0
4295202937 0 0 0
4295202950 0 0 0
4295202963 6047 0 23
4295202976 0 0 0
4295202989 0 0 0
4295203002 0 0 0
4295203015 0 0 0
4295203028 0 0 0
4295203041 0 0 0
4295203054 0 0 0
4295203067 0 0 0
4295203080 0 0 0
4295203093 0 0 0
4295203106 0 0 0
4295203119 0 0 0
4295203132 0 0 0
4295203145 0 0 0
4295203158 0 0 0
4295203171 0 0 0
4295203184 0 0 0
4295203197 0 0 0
4295203210 5055 0 23
4295203223 0 0 0
4295203236 0 0 0
4295203249 0 0 0
4295203262 0 0 0
4295203275 0 0 0
4295203288 0 0 0
4295203301 0 0 0
4295203314 0 0 0
4295203327 0 0 0
4295203340 0 0 0
4295203353 0 0 0
4295203366 0 0 0
4295203379 0 0 0
4295203392 0 0 0
4295203405 0 0 0
4295203418 0 0 0
4295203431 0 0 0
4295203444 0 0 0
4295203457 0 0 0
4295203470 4100 0 15
4295203483 0 0 0
4295203496 0 0 0
4295203509 0 0 0
4295203522 0 0 0
4295203535 0 0 0
4295203548 0 0 0
4295203561 0 0 0
4295203574 0 0 0
4295203587 0 0 0
4295203600 0 0 0
4295203613 0 0 0
4295203626 0 0 0
4295203639 0 0 0
4295203652 0 0 0
4295203665 0 0 0
4295203678 0 0 0
4295203691 0 0 0
4295203704 0 0 0
4295203717 3438 0 15
4295203730 0 0 0
4295203743 0 0 0
4295203756 0 0 0
4295203769 0 0 0
4295203782 0 0 0
4295203795 0 0 0
4295203808 0 0 0
4295203821 0 0 0
4295203834 0 0 0
4295203847 0 0 0
4295203860 0 0 0
4295203873 0 0 0
4295203886 0 0 0
4295203899 0 0 0
4295203912 0 0 0
4295203925 0 0 0
4295203938 0 0 0
4295203951 0 0 0
4295203964 1873 0 15
4295203977 934 0 0
4295203990 0 0 0
4295204003 0 0 0
4295204016 0 0 0
4295204029 0 0 0
4295204042 0 0 0
4295204055 0 0 0
4295204068 0 0 0
4295204081 0 0 0
4295204094 0 0 0
4295204107 0 0 0
4295204120 0 0 0
4295204133 0 0 0
4295204146 0 0 0
4295204159 0 0 0
4295204172 0 0 0
4295204185 0 0 0
4295204198 0 0 0
4295204211 0 0 0
4295204224 2315 0 7
4295204237 0 0 0
4295204250 0 0 0
4295204263 0 0 0
4295204276 0 0 0
4295204289 0 0 0
4295204302 0 0 0
4295204315 0 0 0
4295204328 0 0 0
4295204341 0 0 0
4295204354 0 0 0
4295204367 0 0 0
4295204380 0 0 0
4295204393 0 0 0
4295204406 0 0 0
4295204419 0 0 0
