4321115089 0 0 0
4321115102 0 0 0
4321115115 0 0 0
4321115128 0 0 0
4321115141 0 0 0
4321115154 0 0 0
4321115167 0 0 0
4321115180 0 0 0
4321115193 0 0 0
4321115206 0 0 0
4321115219 0 0 0
4321115232 0 0 0
4321115245 0 0 0
4321115258 0 0 0
4321115271 0 0 0
4321115284 0 0 0
4321115297 0 0 0
4321115310 0 0 0
4321115323 0 0 0
4321115336 0 0 0
4321115349 0 0 0
4321115362 0 0 0
4321115375 0 0 0
4321115388 0 0 0
4321115401 0 0 0
4321115414 0 0 0
4321115427 0 0 0
4321115440 0 0 0
4321115453 0 0 0
4321115466 0 0 0
4321115479 0 0 0
4321115492 0 0 0
4321115505 0 0 0
4321115518 0 0 0
4321115531 0 0 0
4321115544 0 0 0
4321115557 0 0 0
4321115570 0 0 0
4321115583 0 0 0
4321115596 0 0 0
4321115609 0 0 0
4321115622 0 0 0
4321115635 0 0 0
4321115648 0 0 0
4321115661 0 0 0
4321115674 0 0 0
4321115687 0 0 0
4321115700 0 0 0
4321115713 0 0 0
4321115726 0 0 0
4321115739 0 0 0
4321115752 0 0 0
4321115765 0 0 0
4321115778 0 0 0
4321115791 0 0 0
4321115804 0 0 0
4321115817 0 0 0
4321115830 0 0 0
4321115843 0 0 0
4321115856 0 0 0
4321115869 0 0 0
4321115882 0 0 0
4321115895 0 0 0
4321115908 0 0 0
4321115921 0 0 0
4321115934 0 0 0
4321115947 0 0 0
4321115960 0 0 0
4321115973 0 0 0
4321115986 0 0 0
4321115999 0 0 0
4321116012 0 0 0
4321116025 0 0 0
4321116038 0 0 0
4321116051 0 0 0
4321116064 0 0 0
4321116077 0 0 0
4321116090 0 0 0
4321116103 8210 0 43
4321116116 26639 2 86
4321116129 27364 0 93
4321116142 29154 0 93
4321116155 15150 0 42
4321116168 0 0 0
4321116181 0 0 0
4321116194 0 0 0
4321116207 0 0 0
4321116220 0 0 0
4321116233 0 0 0
4321116246 0 0 0
4321116259 0 0 0
4321116272 0 0 0
4321116285 0 0 0
4321116298 0 0 0
4321116311 0 0 0
4321116324 0 0 0
4321116337 0 0 0
4321116350 0 0 0
4321116363 0 0 0
4321116376 0 0 0
4321116389 0 0 0
4321116402 16567 0 58
4321116415 31588 0 94
4321116428 31964 0 94
4321116441 1545 0 0
4321116454 0 0 0
4321116467 0 0 0
4321116480 0 0 0
4321116493 0 0 0
4321116506 0 0 0
4321116519 0 0 0
4321116532 0 0 0
4321116545 0 0 0
4321116558 0 0 0
4321116571 0 0 0
4321116584 0 0 0
4321116597 0 0 0
4321116610 0 0 0
4321116623 0 0 0
4321116636 0 0 0
4321116649 0 0 0
4321116662 0 0 0
4321116675 9129 0 30
4321116688 27096 0 80
4321116701 10984 79 36
4321116714 9713 362 29
4321116727 1027 40 0
4321116740 2321 115 7
4321116753 6795 366 29
4321116766 308 40 0
4321116779 0 0 0
4321116792 0 0 0
4321116805 0 0 0
4321116818 0 0 0
4321116831 0 0 0
4321116844 0 0 0
4321116857 0 0 0
4321116870 0 0 0
4321116883 0 0 0
4321116896 0 0 0
4321116909 0 0 0
4321116922 363 50 7
4321116935 4353 365 15
4321116948 3013 332 21
4321116961 2887 355 15
4321116974 4675 438 23
4321116987 3758 352 0
4321117000 3001 420 29
4321117013 4336 753 37
4321117026 366 70 0
4321117039 126 17 0
4321117052 112 18 0
4321117065 2633 517 21
4321117078 5710 981 43
4321117091 3903 735 36
4321117104 4083 698 36
4321117117 3205 617 14
4321117130 1066 208 7
4321117143 933 153 14
4321117156 2682 457 15
4321117169 1363 281 14
4321117182 1995 378 7
4321117195 2597 503 7
4321117208 1724 380 22
4321117221 1588 287 22
4321117234 827 251 0
4321117247 1279 347 15
4321117260 875 189 14
4321117273 254 58 7
4321117286 306 128 7
4321117299 475 191 7
4321117312 749 322 7
4321117325 746 265 15
4321117338 1211 465 21
4321117351 1313 473 14
4321117364 667 249 7
4321117377 1853 599 14
4321117390 1837 515 7
4321117403 2098 534 7
4321117416 1633 355 28
4321117429 1582 418 7
4321117442 2094 549 14
4321117455 1281 437 0
4321117468 1212 495 21
4321117481 1383 515 37
4321117494 917 340 7
4321117507 1130 390 14
4321117520 1395 583 14
4321117533 1292 488 44
4321117546 1413 512 14
4321117559 1039 384 21
4321117572 1246 495 36
4321117585 1313 504 21
4321117598 1059 417 15
4321117611 1567 538 21
4321117624 907 326 7
4321117637 1451 486 7
4321117650 1541 498 15
4321117663 1144 387 22
4321117676 1436 479 7
4321117689 1050 395 15
4321117702 1085 438 37
4321117715 1062 489 51
4321117728 1108 474 14
4321117741 870 344 14
4321117754 959 388 14
4321117767 821 360 7
4321117780 582 267 14
4321117793 696 290 29
4321117806 729 316 7
4321117819 964 438 7
4321117832 596 295 7
4321117845 672 293 7
4321117858 320 178 0
4321117871 552 280 7
4321117884 504 215 7
4321117897 685 303 14
4321117910 586 257 7
4321117923 548 270 14
4321117936 754 317 14
4321117949 433 179 0
4321117962 655 291 7
4321117975 296 169 7
